mitchelllucas,"Fury of Obsession (Dragonfury, #5)-Coreene Callahan",0,5,2015-02-04,REVIEWED
brandonanderson,"Cinder (The Lunar Chronicles, #1)-Marissa Meyer",0,5,2015-04-17,REVIEWED
vlivingston,Carry On-Rainbow Rowell,1,4,2015-11-09,REVIEWED
phillipscarol,Quidditch Through the Ages-Kennilworthy Whisp,0,4,2016-12-20,REVIEWED
lynchcaroline,"Sneeuw als as (Snow Like Ashes, #1)-Sara Raasch",14,3,2017-02-02,REVIEWED
pcarroll,Ella Enchanted-Gail Carson Levine,0,4,2012-07-29,REVIEWED
grahamjacqueline,Storybound (Storybound #1)-Marissa Burt,2,4,2013-02-26,REVIEWED
howard08,"Miss Peregrine's Home for Peculiar Children (Miss Peregrine, #1)-Ransom Riggs",0,5,2012-07-31,REVIEWED
priscillaterry,Haunted Halloween: An Erotic Short Story-Breena Wilde,0,3,2014-04-23,REVIEWED
juliecunningham,"The Palace Job (Rogues of the Republic, #1)-Patrick Weekes",7,3,2016-11-10,REVIEWED
juliecunningham,Uprooted-Naomi Novik,1,3,2015-08-30,REVIEWED
juliecunningham,"The King (Black Dagger Brotherhood, #12)-J.R. Ward",0,4,2015-08-05,REVIEWED
kaylasmith,"Point of Hopes (Astreiant, #1)-Melissa Scott",1,4,2017-04-15,REVIEWED
earlsullivan,The Bloody Chamber-Angela Carter,0,5,2008-05-06,REVIEWED
justinwebb,"Extinguish (Extinguish, #1)-J.M. Darhower",0,4,2015-03-28,REVIEWED
jonesmarc,"My Unfair Godmother (My Fair Godmother, #2)-Janette Rallison",0,5,2013-12-30,REVIEWED
wellspatrick,"A Great and Terrible Beauty (Gemma Doyle, #1)-Libba Bray",0,4,2008-10-10,REVIEWED
matthewalexander,"Libriomancer (Magic Ex Libris, #1)-Jim C. Hines",0,4,2012-01-05,REVIEWED
matthewalexander,"His Majesty's Dragon (Temeraire, #1)-Naomi Novik",0,5,2009-07-15,REVIEWED
christian65,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)-Gregory Maguire",0,3,2008-07-25,REVIEWED
cheryllucero,"Jason (Anita Blake, Vampire Hunter, #23)-Laurell K. Hamilton",0,4,2014-12-21,REVIEWED
zthomas,"The Calling (Darkness Rising, #2)-Kelley Armstrong",0,5,2012-08-11,REVIEWED
iansalinas,"The Lost Gate (Mither Mages, #1)-Orson Scott Card",0,4,2016-03-02,REVIEWED
tannerlaura,"The Hourglass Door (Hourglass Door, #1)-Lisa Mangum",0,2,2009-02-18,REVIEWED
moralesvictoria,"The Unwanteds (Unwanteds, #1)-Lisa McMann",1,5,2011-12-26,REVIEWED
delgadothomas,Greyhawk Adventures-James M. Ward,0,3,2017-07-22,REVIEWED
erik71,"The Rose & the Dagger (The Wrath & the Dawn, #2)-Renee Ahdieh",0,3,2016-07-01,REVIEWED
edwardsbryan,"Temple of the Winds (Sword of Truth, #4)-Terry Goodkind",5,5,2012-08-04,REVIEWED
johnjuarez,The Bane Chronicles-Cassandra Clare,0,5,2016-03-01,REVIEWED
kevinlarsen,The Hobbit-J.R.R. Tolkien,0,3,2012-08-07,REVIEWED
reedemily,"Sweet Ruin (Immortals After Dark, #16)-Kresley Cole",0,4,2016-07-06,REVIEWED
joneill,"The Skin Map (Bright Empires, #1)-Stephen R. Lawhead",1,4,2012-11-30,REVIEWED
portermike,"Small Favor (The Dresden Files, #10)-Jim Butcher",0,3,2016-09-27,REVIEWED
bryantjuan,Threshold-Caitlin R. Kiernan,0,5,2008-06-23,REVIEWED
hernandezdonna,"Breaking Dawn (Twilight, #4)-Stephenie Meyer",0,2,2009-01-15,REVIEWED
hernandezdonna,"The Magician's Nephew (Chronicles of Narnia, #6)-C.S. Lewis",0,1,2008-05-18,REVIEWED
dkhan,"A Clash of Kings (A Song of Ice and Fire, #2)-George R.R. Martin",0,5,2013-06-13,REVIEWED
twiggins,"Siege and Storm (The Grisha, #2)-Leigh Bardugo",1,3,2017-08-09,REVIEWED
morganrussell,"The Tomb (Repairman Jack, #1; Adversary Cycle, #2; The Secret History of the World)-F. Paul Wilson",2,2,2015-02-26,REVIEWED
qavery,"Second Grave on the Left (Charley Davidson, #2)-Darynda Jones",0,3,2016-10-24,REVIEWED
lanebarbara,"The Awakening (Darkest Powers, #2)-Kelley Armstrong",0,3,2012-08-10,REVIEWED
middletonaustin,Dearest (Woodcutter Sisters #3; Books of Arilland #4)-Alethea Kontis,3,5,2015-01-01,REVIEWED
cbuck,Surrendered (Brides of the Kindred #20)-Evangeline Anderson,0,5,2017-07-07,REVIEWED
kurtmitchell,"Shiftily Ever After (Alpha Prime, #1)-Georgette St. Clair",0,5,2016-10-14,REVIEWED
allisonwells,Binding Ecstasy (Guardians of the Realms #6)-Setta Jay,1,5,2015-05-20,REVIEWED
andrewsrobert,"The Skull of the World (The Witches of Eileanan, #5)-Kate Forsyth",0,4,2015-08-28,REVIEWED
hawkinspam,"Queen of Sorcery (The Belgariad, #2)-David Eddings",0,4,2010-07-31,REVIEWED
hawkinspam,"Scarlet (King Raven, #2)-Stephen R. Lawhead",0,4,2010-01-07,REVIEWED
emilykerr,"Hogfather (Discworld, #20)-Terry Pratchett",0,5,2007-12-26,REVIEWED
nolananthony,"Magic Slays (Kate Daniels, #5)-Ilona Andrews",2,4,2016-04-08,REVIEWED
brandywalker,"Tiger Eye (Dirk & Steele,  #1)-Marjorie M. Liu",2,5,2008-06-03,REVIEWED
chavezheather,The Night Circus-Erin Morgenstern,1,5,2015-01-21,REVIEWED
rodney72,"Agent M4: Riordan (D.I.R.E. Agency, #4)-Joni Hahn",0,5,2017-10-03,REVIEWED
cruzchelsea,"Blue Bloods (Blue Bloods, #1)-Melissa de la Cruz",0,4,2013-01-25,REVIEWED
michellestokes,"The Fairy-Tale Detectives (The Sisters Grimm, #1)-Michael Buckley",0,3,2009-09-23,REVIEWED
fosterlindsay,The High King's Golden Tongue-Megan Derr,0,2,2012-08-22,REVIEWED
rayalexandra,"Dearly, Departed (Gone With the Respiration, #1)-Lia Habel",0,4,2012-08-18,REVIEWED
kevinmalone,Cruxim-Karin Cox,1,4,2015-03-27,REVIEWED
oscar24,"Traitor (Ava Delaney, #6)-Claire Farrell",0,5,2013-07-06,REVIEWED
paulavery,At the Mountains of Madness-H.P. Lovecraft,0,2,2016-08-24,REVIEWED
courtneyreed,"Lamentation (Psalms of Isaak, #1)-Ken Scholes",0,4,2010-02-15,REVIEWED
thomaswatson,Alpha's Heir (Bear Shifter Billionaire #1)-A.J. Tipton,0,3,2016-07-05,REVIEWED
josephchristensen,Lolly Willowes-Sylvia Townsend Warner,5,4,2013-08-31,REVIEWED
schwartzandrea,"Clockwork Prince (The Infernal Devices, #2)-Cassandra Clare",0,4,2013-03-29,REVIEWED
campbelldaniel,My Name is Memory-Ann Brashares,0,4,2012-08-20,REVIEWED
kimberly48,All the Birds in the Sky-Charlie Jane Anders,1,4,2016-03-28,REVIEWED
steelejacqueline,"Ink Exchange (Wicked Lovely, #2)-Melissa Marr",0,1,2008-09-08,REVIEWED
jennifercameron,"Passion (Fallen, #3)-Lauren Kate",0,5,2011-06-22,REVIEWED
vdiaz,"Seventh Son (Tales of Alvin Maker, #1)-Orson Scott Card",0,4,2010-05-29,REVIEWED
jimeneztravis,"The Master Magician (The Paper Magician Trilogy, #3)-Charlie N. Holmberg",10,3,2015-01-17,REVIEWED
aguirrewhitney,"My Soul to Take (Soul Screamers, #1)-Rachel Vincent",5,3,2014-03-06,REVIEWED
jefferycox,"Disney after Dark (Kingdom Keepers, #1)-Ridley Pearson",1,5,2012-09-03,REVIEWED
terri80,Practical Magic-Alice Hoffman,1,5,2017-08-02,REVIEWED
romanjeremy,"Ink Exchange (Wicked Lovely, #2)-Melissa Marr",0,5,2009-12-15,REVIEWED
poolekenneth,"Born of Fury (The League, #6)-Sherrilyn Kenyon",0,5,2013-10-21,REVIEWED
kylemiddleton,"The Dark Is Rising (The Dark is Rising, #2)-Susan Cooper",0,2,2013-03-18,REVIEWED
marquezkeith,"Of Shadow Born (Shadow World, #4)-Dianne Sylvan",0,5,2013-03-27,REVIEWED
troy88,"Noční můry! (Nightmares!, #1)-Jason Segel",0,4,2016-06-02,REVIEWED
wonglorraine,"El primer libro de los sueños (Silber, #1)-Kerstin Gier",0,4,2014-06-20,REVIEWED
delgadoann,"Wicked Sense (The Singularity Series, #1)-Fabio Bueno",0,3,2013-03-10,REVIEWED
portersarah,"Wildest Dreams (Fantasyland, #1)-Kristen Ashley",0,5,2012-08-26,REVIEWED
portersarah,The Host-Stephenie Meyer,0,3,2012-08-25,REVIEWED
edwardsjared,"Zerstöre mich (Shatter Me, #1.5)-Tahereh Mafi",1,4,2013-09-07,REVIEWED
christophereaton,"How to Steal a Dragon's Sword (How to Train Your Dragon, #9)-Cressida Cowell",1,3,2013-07-14,REVIEWED
christopherdominguez,Gossamer-Lois Lowry,0,5,2008-06-29,REVIEWED
ywall,"Insomnia (Caminantes nocturnos, #1)-J.R. Johansson",1,4,2014-05-23,REVIEWED
